Processo;Cidade;Estado;Tipo;Metragem;Endereço;Avaliação;% Leilão;Data Início;Data Fim;Arremate;ITBI (3%);Cartório (5%);Leiloeiro (5%);Honorários (5%);Custos;Lucro;ROI;Score;Status
0100890-16.2025.5.01.0034;Rio de Janeiro;RJ;Móvel - Cadeiras;0,00 m²;N/D;R$ 4.500,00;40%;25/05/2026;26/05/2026;R$ 1.800,00;R$ 54,00;R$ 90,00;R$ 90,00;R$ 90,00;R$ 2.124,00;237600,00%;90;VERDE;
0000494-37.2022.5.06.0312;TORITAMA;PE;Equipamentos;0,00 m²;Rua Monteiro Lobato, 581, Areal, Toritama, PE, CEP 55125-000;R$ 4.000,00;50%;15/04/2026;15/09/2026;R$ 2.000,00;R$ 60,00;R$ 100,00;R$ 100,00;R$ 100,00;R$ 2.360,00;164000,00%;80;VERDE;
0000494-37.2022.5.06.0312;TORITAMA;PE;Bem Móvel;0,00 m²;Monteiro Lobato, 581, Areal, Toritama;R$ 4.000,00;50%;15/04/2026;15/09/2026;R$ 2.000,00;R$ 60,00;R$ 100,00;R$ 100,00;R$ 100,00;R$ 2.360,00;164000,00%;85;VERDE;
0028267-29.2022.8.16.0021;São Paulo;SP;Bens Móveis;0,00 m²;Rua: Jacirendi, n° 669, Tatuapé, São Paulo/SP;R$ 3.600,00;60%;04/05/2026;14/05/2026;R$ 2.160,00;R$ 64,80;R$ 108,00;R$ 108,00;R$ 108,00;R$ 2.548,80;105120,00%;40;VERMELHO;
0500394-35.2014.8.26.0397;Sales de Oliveira;SP;Veículo;0,00 m²;Rua Luis Alves Pereira, nº 66 – Jardim Marincek – Cep 14660-000 – Sales de Oliveira/SP;R$ 3.250,00;70%;21/04/2026;27/05/2026;R$ 2.275,00;R$ 68,25;R$ 113,75;R$ 113,75;R$ 113,75;R$ 2.684,50;56550,00%;65;AMARELO;
0502784-53.2011.8.26.0309;Jundiaí;SP;Veículo;0,00 m²;N/D;R$ 3.092,36;60%;08/05/2026;01/06/2026;R$ 1.855,42;R$ 55,66;R$ 92,77;R$ 92,77;R$ 92,77;R$ 2.189,39;90296,91%;50;VERMELHO;
0801779-97.2025.8.15.2002;João Pessoa;PB;N/D;0,00 m²;Pátio da Central de Flagrantes – Av. Valdemar Naziazeno, 155-297 – João Paulo II, João Pessoa/PB;R$ 3.000,00;50%;19/05/2026;20/05/2026;R$ 1.500,00;R$ 45,00;R$ 75,00;R$ 75,00;R$ 75,00;R$ 1.770,00;123000,00%;35;VERMELHO;
0001107-85.2024.5.13.0023;CAMPINA GRANDE;PB;Bens Móveis;0,00 m²;RUA JOSE GONCALVES LUCENA, 93, SANTA CRUZ, CRUZEIRO, CAMPINA GRANDE/PB;R$ 2.700,00;40%;14/04/2026;;R$ 1.080,00;R$ 32,40;R$ 54,00;R$ 54,00;R$ 54,00;R$ 1.274,40;142560,00%;70;AMARELO;
0002872-04.2023.8.16.0117;Medianeira;PR;Veículo;0,00 m²;N/D;R$ 2.500,00;70%;04/05/2026;05/05/2026;R$ 1.750,00;R$ 52,50;R$ 87,50;R$ 87,50;R$ 87,50;R$ 2.065,00;43500,00%;55;VERMELHO;
0000580-05.2022.5.06.0313;CARUARU;PE;Outros (Calçados);0,00 m²;Barra de Taquara, Taquara de Cima;R$ 2.100,00;50%;15/04/2026;15/09/2026;R$ 1.050,00;R$ 31,50;R$ 52,50;R$ 52,50;R$ 52,50;R$ 1.239,00;86100,00%;30;VERMELHO;
0021896-50.2025.8.16.0019;Ponta Grossa;PR;Motocicleta;0,00 m²;N/D;R$ 2.000,00;50%;04/05/2026;05/05/2026;R$ 1.000,00;R$ 30,00;R$ 50,00;R$ 50,00;R$ 50,00;R$ 1.180,00;82000,00%;55;VERMELHO;
5000767-81.2021.8.13.0582;São Sebastião do Maranhão;MG;Motocicleta;0,00 m²;Córrego Santo Antônio do Ribeirão, (após descer morro do Zeca Leão primeira entrada à esquerda), zona rural do município de São Sebastião do Maranhão/MG;R$ 2.000,00;50%;14/05/2026;13/08/2026;R$ 1.000,00;R$ 30,00;R$ 50,00;R$ 50,00;R$ 50,00;R$ 1.180,00;82000,00%;65;AMARELO;
5003838-17.2025.8.13.0335;ITAPECERICA;MG;Motocicleta;0,00 m²;Rua Senador Soares, 00, Centro, Itapecerica/MG;R$ 2.000,00;50%;03/06/2026;26/08/2026;R$ 1.000,00;R$ 30,00;R$ 50,00;R$ 50,00;R$ 50,00;R$ 1.180,00;82000,00%;10;VERMELHO;
5007698-57.2024.8.13.0433;MONTES CLAROS;MG;Bens móveis;0,00 m²;AV. JOÃO CABRAL DE MELLO NETO, 400, BARRA DA TIJUCA, RIO DEJANEIRO/RJ, CEP:22775. 057;R$ 1.750,00;60%;15/04/2026;10/09/2026;R$ 1.050,00;R$ 31,50;R$ 52,50;R$ 52,50;R$ 52,50;R$ 1.239,00;51100,00%;88;VERDE;
5000993-78.2025.8.13.0604;SANTO ANTÔNIO DO MONTE;MG;Televisor;0,00 m²;Rua José Felipe de Oliveira, 51, AP 202, Centro, Santo Antônio do Monte/MG;R$ 1.700,00;70%;03/06/2026;24/11/2026;R$ 1.190,00;R$ 35,70;R$ 59,50;R$ 59,50;R$ 59,50;R$ 1.404,20;29580,00%;90;VERDE;
5007687-49.2022.8.13.0287;GUAXUPÉ;MG;Veículo;0,00 m²;Rua Campo Belo, 280, Parque dos Municípios II, Guaxupé/MG;R$ 1.500,00;50%;03/06/2026;26/08/2026;R$ 750,00;R$ 22,50;R$ 37,50;R$ 37,50;R$ 37,50;R$ 885,00;61500,00%;25;VERMELHO;
0001169-30.2025.8.16.0097;Ivaiporã;PR;Veículo;0,00 m²;N/D;R$ 1.000,00;80%;14/05/2026;19/05/2026;R$ 800,00;R$ 24,00;R$ 40,00;R$ 40,00;R$ 40,00;R$ 944,00;5600,00%;20;VERMELHO;
0019912-75.2021.8.25.0001;Aracaju;SE;Equipamento;0,00 m²;N/D;R$ 850,00;50%;06/05/2026;20/05/2026;R$ 425,00;R$ 12,75;R$ 21,25;R$ 21,25;R$ 21,25;R$ 501,50;34850,00%;40;VERMELHO;
0800111-90.2025.8.15.0321;Santa Luzia;PB;Ciclomotor (Sucata);0,00 m²;Pátio do Fórum da Comarca de Santa Luzia;R$ 700,00;50%;29/04/2026;30/04/2026;R$ 350,00;R$ 10,50;R$ 17,50;R$ 17,50;R$ 17,50;R$ 413,00;28700,00%;15;VERMELHO;
0800111-90.2025.8.15.0321;Santa Luzia;PB;Veículo (Sucata);0,00 m²;Pátio do Fórum da Comarca de Santa Luzia;R$ 700,00;50%;29/04/2026;30/04/2026;R$ 350,00;R$ 10,50;R$ 17,50;R$ 17,50;R$ 17,50;R$ 413,00;28700,00%;40;VERMELHO;
0800111-90.2025.8.15.0321;Santa Luzia;PB;Veículo (Sucata);0,00 m²;Pátio do Fórum da Comarca de Santa Luzia;R$ 700,00;50%;29/04/2026;30/04/2026;R$ 350,00;R$ 10,50;R$ 17,50;R$ 17,50;R$ 17,50;R$ 413,00;28700,00%;45;VERMELHO;
0800111-90.2025.8.15.0321;Santa Luzia;PB;Sucata de Ciclomotor;0,00 m²;Pátio do Fórum da Comarca de Santa Luzia;R$ 700,00;50%;29/04/2026;30/04/2026;R$ 350,00;R$ 10,50;R$ 17,50;R$ 17,50;R$ 17,50;R$ 413,00;28700,00%;10;VERMELHO;
0004625-54.2025.8.16.0075;Cornélio Procópio;PR;Veículo (Sucata);0,00 m²;Pátio da Delegacia de Polícia de Cornélio Procópio/PR;R$ 500,00;50%;19/05/2026;12/06/2026;R$ 250,00;R$ 7,50;R$ 12,50;R$ 12,50;R$ 12,50;R$ 295,00;20500,00%;10;VERMELHO;
0049722-20.2023.8.13.0079;Contagem;MG;Veículo;0,00 m²;Rua José Rodrigues Guilherme, 239, Fonte Grande, Contagem/MG;R$ 400,00;50%;16/04/2026;27/05/2026;R$ 200,00;R$ 6,00;R$ 10,00;R$ 10,00;R$ 10,00;R$ 236,00;16400,00%;65;AMARELO;
0001424-83.2021.8.16.0046;Arapoti;PR;Motocicleta;0,00 m²;Pátio da Delegacia de Polícia de Arapoti/PR;R$ 350,00;80%;18/05/2026;18/05/2026;R$ 280,00;R$ 8,40;R$ 14,00;R$ 14,00;R$ 14,00;R$ 330,40;1960,00%;25;VERMELHO;
0013547-56.2024.8.16.0031;Guarapuava;PR;Veículo (Sucata);0,00 m²;Depósito da 14ª Subdivisão Policial de Guarapuava/PR;R$ 35,00;50%;05/05/2026;14/05/2026;R$ 17,50;R$ 0,53;R$ 0,88;R$ 0,88;R$ 0,88;R$ 20,65;1435,00%;30;VERMELHO;
0013547-56.2024.8.16.0031;Guarapuava;PR;Veículo (Sucata);0,00 m²;Depósito da 14ª Subdivisão Policial de Guarapuava/PR;R$ 35,00;50%;05/05/2026;14/05/2026;R$ 17,50;R$ 0,53;R$ 0,88;R$ 0,88;R$ 0,88;R$ 20,65;1435,00%;10;VERMELHO;
0032459-40.2024.8.16.0019;Ponta Grossa;PR;Sucata de veículos;0,00 m²;Pátio da Delegacia de 13ª Subdivisão Policial de Ponta Grossa/PR;R$ 31,50;100%;04/05/2026;05/05/2026;R$ 31,50;R$ 0,95;R$ 1,58;R$ 1,58;R$ 1,58;R$ 37,17;-567,00%;30;VERMELHO;
0001025-52.2025.5.08.0122;N/D;N/D;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO;
0001375-60.2011.5.04.0019;Cidreira;RS;Imóvel;0,00 m²;Imóvel 35.084 do RI de Cidreira;R$ 0,00;50%;09/06/2026;09/06/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;20;VERMELHO;
0001375-60.2011.5.04.0019;Tramandaí;RS;Imóvel;0,00 m²;N/D;R$ 0,00;50%;09/06/2026;09/06/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;45;VERMELHO;
0000467-26.2023.5.06.0019;RECIFE;PE;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO;
1500131-61.2025.8.26.0312;Juquiá;SP;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO;
0020840-50.2019.5.04.0027;Porto Alegre;RS;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;20;VERMELHO;
0000604-86.2025.5.08.0114;PARAUAPEBAS;PA;Bens móveis;0,00 m²;N/D;R$ 0,00;50%;27/04/2026;27/04/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;40;VERMELHO;
0001146-27.2019.5.11.0019;Manaus;AM;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO;
0000239-82.2016.5.14.0404;RIO BRANCO;AC;N/D;0,00 m²;N/D;R$ 0,00;50%;30/06/2026;02/07/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO;
0012273-61.2016.5.03.0092;Pedro Leopoldo;MG;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;30;VERMELHO;
1000149-97.2022.5.02.0463;São Bernardo do Campo;SP;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;5;VERMELHO;
1000149-97.2022.5.02.0463;São Bernardo do Campo;SP;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO;
1000149-97.2022.5.02.0463;São Bernardo do Campo;SP;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO;
0100732-49.2021.5.01.0244;Niterói;RJ;N/D;0,00 m²;N/D;R$ 0,00;50%;08/06/2026;15/06/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO;
0100732-49.2021.5.01.0244;Niterói;RJ;Não especificado;0,00 m²;Não especificado;R$ 0,00;50%;08/06/2026;15/06/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;20;VERMELHO;
0101319-67.2016.5.01.0302;Petrópolis;RJ;Prédios e Terreno;0,00 m²;Rua General Rondon, n. 1.240 a n. 1.248, Bairro Quitandinha;R$ 0,00;50%;03/06/2026;11/06/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;50;VERMELHO;
0072300-79.1994.5.01.0401;Cajamar;SP;Terreno;92.815,07 m²;Gleba de Terras situada na Rodovia Anhanguera, km 39, no sentido interior/Capital;R$ 0,00;50%;17/04/2026;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;40;VERMELHO;
0002555-16.2013.5.02.0434;São Bernardo do Campo;SP;Imóvel;0,00 m²;N/D;R$ 0,00;50%;04/08/2026;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;40;VERMELHO;
0006137-12.2018.8.16.0045;N/D;N/D;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;5;VERMELHO;
0008700-25.2009.5.01.0283;Campos dos Goytacazes;RJ;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;20;VERMELHO;
0008700-25.2009.5.01.0283;Campos dos Goytacazes;RJ;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO;
0008700-25.2009.5.01.0283;Campos dos Goytacazes;RJ;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;20;VERMELHO;
0101572-55.2016.5.01.0011;Rio de Janeiro;RJ;N/D;0,00 m²;N/D;R$ 0,00;50%;01/06/2026;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO;
0101572-55.2016.5.01.0011;Rio de Janeiro;RJ;N/D;0,00 m²;N/D;R$ 0,00;50%;01/06/2026;01/06/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO;
0101572-55.2016.5.01.0011;Rio de Janeiro;RJ;N/D;0,00 m²;N/D;R$ 0,00;50%;01/06/2026;01/06/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;15;VERMELHO;
0101572-55.2016.5.01.0011;Rio de Janeiro;RJ;N/D;0,00 m²;N/D;R$ 0,00;50%;01/06/2026;01/06/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO;
0100931-57.2023.5.01.0226;RIO DE JANEIRO;RJ;Móveis;0,00 m²;N/D;R$ 0,00;50%;25/05/2026;26/05/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;20;VERMELHO;
0100020-11.2024.5.01.0226;N/D;RJ;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;5;VERMELHO;
0000237-25.2026.8.26.0454;São Paulo;SP;Bens Móveis;0,00 m²;N/D;R$ 0,00;50%;17/04/2026;19/05/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;85;VERDE;
1001892-50.2016.8.26.0394;N/D;N/D;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO;
0116300-81.2006.5.01.0034;São Gonçalo;RJ;Casa;0,00 m²;RUA JOAQUIM DE OLIVEIRA, nº 1334, 4º distrito, São Gonçalo, RJ;R$ 0,00;50%;25/05/2026;26/05/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;80;VERDE;
0011704-71.2015.5.01.0247;RIO DE JANEIRO;RJ;Equipamento Médico;0,00 m²;N/D;R$ 0,00;50%;25/05/2026;26/05/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;65;AMARELO;
0101476-90.2024.5.01.0421;RIO DE JANEIRO;RJ;N/D;0,00 m²;N/D;R$ 0,00;40%;25/05/2026;26/05/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;40;VERMELHO;
0101476-90.2024.5.01.0421;RIO DE JANEIRO;RJ;Equipamento Industrial;0,00 m²;N/D;R$ 0,00;50%;25/05/2026;26/05/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;40;VERMELHO;
0101842-16.2016.5.01.0226;Nova Iguaçu;RJ;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO;
0101842-16.2016.5.01.0226;Nova Iguaçu;RJ;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO;
0100890-16.2025.5.01.0034;Rio de Janeiro;RJ;Bens Móveis;0,00 m²;N/D;R$ 0,00;50%;25/05/2026;26/05/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;50;VERMELHO;
1506970-47.2025.8.26.0395;Catanduva;SP;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO;
0100900-23.2004.5.03.0040;Sete Lagoas;MG;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO;
0000779-43.2018.5.23.0006;Cuiabá;MT;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;5;VERMELHO;
0000779-43.2018.5.23.0006;Cuiabá;MT;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO;
0000100-85.2024.5.14.0005;Porto Velho;RO;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO;
0000100-85.2024.5.14.0005;Porto Velho;RO;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO;
0000150-77.2025.5.23.0021;RONDONÓPOLIS;MT;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO;
0020955-87.2017.5.04.0303;Porto Alegre;RS;Imóvel;0,00 m²;N/D;R$ 0,00;50%;05/05/2026;12/05/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;60;AMARELO;
0011294-95.2020.5.03.0048;Araxá;MG;Imóvel;0,00 m²;N/D;R$ 0,00;50%;16/06/2026;16/06/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;20;VERMELHO;
0011634-13.2024.5.03.0173;Uberlândia;MG;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;5;VERMELHO;
0011460-38.2017.5.03.0144;Pedro Leopoldo;MG;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO;
0000389-34.2024.5.09.0562;PORECATU;PR;N/D;0,00 m²;N/D;R$ 0,00;50%;16/04/2026;24/06/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO;
0000389-34.2024.5.09.0562;Porecatu;PR;N/D;0,00 m²;N/D;R$ 0,00;50%;;24/06/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;40;VERMELHO;
0220400-80.2002.5.02.0202;Santo André;SP;N/D;0,00 m²;N/D;R$ 0,00;50%;16/07/2026;16/07/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;15;VERMELHO;
0100397-57.2017.5.01.0054;Mendes;RJ;Lote de Terreno;720,00 m²;Rua Edith Braga, Lotes 10 e 12, Quadra 2-A, Bairro Independência, Mendes/RJ;R$ 0,00;50%;25/05/2026;26/05/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;65;AMARELO;
0100117-41.2022.5.01.0077;Rio de Janeiro;RJ;Apartamento;116,26 m²;Rua Professor Clemente Ferreira, 1542, Bangu;R$ 0,00;50%;25/05/2026;26/05/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;40;VERMELHO;
0100544-33.2018.5.01.0027;Rio De Janeiro;RJ;Prédio;257,64 m²;Rua Vinte e Quatro de Maio nº 809, na freguesia do Engenho Novo;R$ 0,00;50%;25/05/2026;26/05/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;40;VERMELHO;
5000746-77.2023.8.13.0019;Alpinópolis;MG;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO;
1001072-93.2024.5.02.0321;Assis;SP;N/D;0,00 m²;N/D;R$ 0,00;50%;16/07/2026;16/07/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;5;VERMELHO;
0000354-34.2026.8.26.0448;Poá;SP;Motocicleta;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;35;VERMELHO;
0000353-49.2026.8.26.0448;Guarulhos;SP;Veículo;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO;
0000364-78.2026.8.26.0448;Guarulhos;SP;Veículo;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO;
0000369-03.2026.8.26.0448;Guarulhos;SP;Veículo;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;20;VERMELHO;
0000365-63.2026.8.26.0448;Guarulhos;SP;Veículo;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;45;VERMELHO;
0000358-71.2026.8.26.0448;Guarulhos;SP;Motocicleta;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;30;VERMELHO;
0000378-62.2026.8.26.0448;Guarulhos;SP;Motocicleta;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;5;VERMELHO;
1500263-56.2022.8.26.0302;Jaú;SP;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO;
0024621-18.2016.5.24.0031;Aquidauana;MS;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;5;VERMELHO;
0000195-41.2024.5.08.0019;Belém;PA;N/D;0,00 m²;N/D;R$ 0,00;50%;06/07/2026;06/07/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;25;VERMELHO;
0020662-64.2019.5.04.0201;Rio de Janeiro;RJ;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO;
1000037-68.2025.8.26.0443;Piedade;SP;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO;
0020542-68.2023.5.04.0334;São Leopoldo;RS;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;20;VERMELHO;
0020542-68.2023.5.04.0334;São Leopoldo;RS;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO;
0020542-68.2023.5.04.0334;SÃO LEOPOLDO;RS;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO;
0020542-68.2023.5.04.0334;SÃO LEOPOLDO;RS;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO;
0010356-90.2021.5.03.0137;Belo Horizonte;MG;N/D;0,00 m²;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;35;VERMELHO;
